avaliacao_id,colaborador_id,periodo,nota_tecnica,nota_comportamental,nota_gestor,media_geral,resultado
AVL-00960,VLT-0234,2024-Q2,4.8,8.4,10,7.73,Exceptional
AVL-00961,VLT-0234,2024-Q3,6.9,9.5,8.1,8.17,Meets Expectations
AVL-00962,VLT-0235,2024-Q2,7.3,8.0,8.9,8.07,Exceeds Expectations
AVL-00963,VLT-0235,2025-Q2,7.6,9.1,7.5,8.07,Exceeds Expectations
AVL-00964,VLT-0235,2025-Q1,5.3,7.8,6.5,6.53,Exceptional
AVL-00968,VLT-0237,2025-Q2,10,5.3,9.4,8.23,Meets Expectations
AVL-00969,VLT-0237,2024-Q2,7.6,8.0,7.2,7.6,Exceeds Expectations
AVL-00970,VLT-0237,2025-Q1,8.0,6.8,7.8,7.53,Meets Expectations
AVL-00971,VLT-0237,2024-Q3,6.4,9.1,8.2,7.9,Meets Expectations
AVL-00972,VLT-0237,2024-Q4,7.8,7.2,8.6,7.87,Exceeds Expectations
AVL-00973,VLT-0238,2024-Q2,7.7,10,9.3,9.0,Exceeds Expectations
AVL-00974,VLT-0238,2025-Q2,6.4,9.1,,7.27,Exceeds Expectations
AVL-00975,VLT-0238,2024-Q3,9.5,5.0,4.3,6.27,Exceeds Expectations
AVL-00981,VLT-0240,2025-Q2,8.6,6.9,5.7,7.07,Meets Expectations
AVL-00982,VLT-0240,2024-Q4,9.5,9.3,5.9,8.23,Meets Expectations
AVL-00983,VLT-0240,2024-Q1,7.9,10,8.3,8.73,Exceptional
AVL-00990,VLT-0242,2024-Q4,4.6,6.8,,5.6,Meets Expectations
AVL-00991,VLT-0242,2024-Q1,7.3,9.9,7.6,8.27,Exceptional
AVL-01000,VLT-0245,2024-Q2,7.0,7.6,10,8.2,Meets Expectations
AVL-01001,VLT-0245,2024-Q4,8.4,8.2,8.4,8.33,Meets Expectations
AVL-01002,VLT-0245,2025-Q2,6.2,9.8,8.2,8.07,Meets Expectations
AVL-01003,VLT-0245,2024-Q3,6.6,9.6,10,8.73,Meets Expectations
AVL-01004,VLT-0245,2024-Q1,6.4,6.2,7.0,6.53,Below Expectations
AVL-01005,VLT-0246,2025-Q1,8.8,7.1,6.9,7.6,Below Expectations
AVL-01006,VLT-0246,2024-Q4,5.1,9.4,10,8.17,Meets Expectations
AVL-01007,VLT-0246,2024-Q3,6.8,7.0,5.1,6.3,Exceeds Expectations
AVL-01008,VLT-0246,2024-Q2,8.5,6.1,8.6,7.73,Exceeds Expectations
AVL-01012,VLT-0248,2024-Q3,7.8,7.4,,7.2,Exceptional
AVL-01013,VLT-0248,2024-Q2,6.8,9.8,6.7,7.77,Below Expectations
AVL-01014,VLT-0248,2025-Q2,6.4,6.1,9.9,7.47,Exceeds Expectations
AVL-01015,VLT-0248,2025-Q1,7.0,7.0,4.1,6.03,Exceeds Expectations
AVL-01016,VLT-0249,2024-Q3,6.2,8.1,7.3,7.2,Exceeds Expectations
AVL-01017,VLT-0249,2024-Q1,8.7,6.7,9.8,8.4,Exceeds Expectations
AVL-01018,VLT-0249,2024-Q4,8.7,8.5,8.1,8.43,Meets Expectations
AVL-01019,VLT-0249,2024-Q2,5.5,7.1,7.0,6.53,Exceptional
AVL-01025,VLT-0251,2024-Q2,4.3,9.1,8.4,7.27,Exceptional
AVL-01026,VLT-0251,2024-Q1,6.5,5.9,9.4,7.27,Meets Expectations
AVL-01027,VLT-0251,2025-Q2,6.2,7.1,9.2,7.5,Exceeds Expectations
AVL-01028,VLT-0251,2024-Q3,7.2,10,4.4,7.2,Exceeds Expectations
AVL-01029,VLT-0251,2025-Q1,8.1,6.9,3.7,6.23,Meets Expectations
AVL-01035,VLT-0253,2025-Q1,5.5,6.7,4.3,5.5,Meets Expectations
AVL-01036,VLT-0253,2024-Q1,7.1,9.3,7.7,8.03,Exceeds Expectations
AVL-01045,VLT-0256,2024-Q2,8.6,6.0,6.2,6.93,Exceptional
AVL-01046,VLT-0256,2024-Q1,6.7,7.2,7.9,7.27,Below Expectations
AVL-01047,VLT-0256,2025-Q1,6.1,7.7,10,7.93,Exceptional
AVL-01048,VLT-0256,2024-Q3,8.1,6.6,5.0,6.57,Exceptional
AVL-01049,VLT-0256,2025-Q2,5.9,7.0,5.0,5.97,Meets Expectations
AVL-01050,VLT-0257,2024-Q1,9.4,7.5,9.5,8.8,Exceptional
AVL-01051,VLT-0257,2024-Q3,6.8,8.7,5.6,7.03,Exceeds Expectations
AVL-01052,VLT-0257,2024-Q2,7.2,10,7.9,8.37,Meets Expectations
AVL-01053,VLT-0257,2025-Q2,7.0,7.4,8.4,7.6,Meets Expectations
AVL-01054,VLT-0257,2024-Q4,8.8,7.9,5.5,7.4,Exceptional
AVL-01055,VLT-0258,2024-Q3,5.4,6.1,10,7.17,Exceeds Expectations
AVL-01056,VLT-0258,2024-Q4,5.6,8.7,,7.23,Exceeds Expectations
AVL-01057,VLT-0258,2024-Q2,9.3,4.1,5.6,6.33,Below Expectations
AVL-01058,VLT-0258,2024-Q1,7.2,6.5,8.2,7.3,Exceeds Expectations
AVL-01059,VLT-0258,2025-Q2,8.6,10,6.2,8.27,Meets Expectations
AVL-01063,VLT-0260,2024-Q3,6.3,8.4,9.1,7.93,Meets Expectations
AVL-01064,VLT-0260,2025-Q2,10,8.8,6.8,8.53,Exceeds Expectations
AVL-01065,VLT-0260,2025-Q1,9.5,7.8,9.0,8.77,Meets Expectations
AVL-01066,VLT-0260,2024-Q4,5.6,7.9,9.4,7.63,Exceeds Expectations
AVL-01067,VLT-0260,2024-Q1,5.7,6.5,,6.2,Exceptional
AVL-01068,VLT-0261,2024-Q2,9.4,7.7,6.3,7.8,Exceeds Expectations
AVL-01069,VLT-0261,2024-Q1,9.2,9.5,8.3,9.0,Exceeds Expectations
AVL-01070,VLT-0261,2025-Q1,9.8,7.6,7.0,8.13,Exceeds Expectations
AVL-01071,VLT-0261,2024-Q4,8.5,8.9,8.1,8.5,Meets Expectations
AVL-01072,VLT-0261,2025-Q2,7.4,8.6,4.5,6.83,Exceptional
AVL-01073,VLT-0261,2024-Q3,9.1,7.5,8.3,8.3,Exceeds Expectations
AVL-01074,VLT-0262,2024-Q4,5.9,8.1,7.3,7.1,Exceeds Expectations
AVL-01075,VLT-0262,2024-Q2,7.8,4.9,6.6,6.43,Exceptional
AVL-01076,VLT-0262,2025-Q2,5.2,7.3,8.4,6.97,Exceeds Expectations
AVL-01077,VLT-0263,2024-Q4,6.4,7.0,7.2,6.87,Exceeds Expectations
AVL-01078,VLT-0263,2024-Q3,6.4,7.9,6.8,7.03,Exceeds Expectations
AVL-01079,VLT-0263,2025-Q2,8.7,6.5,5.1,6.77,Exceeds Expectations
AVL-01080,VLT-0263,2024-Q1,8.0,8.4,9.7,8.7,Meets Expectations
AVL-01081,VLT-0263,2024-Q2,6.6,6.6,7.6,6.93,Exceptional
AVL-01082,VLT-0263,2025-Q1,7.6,6.7,5.9,6.73,Exceeds Expectations
AVL-01089,VLT-0265,2024-Q1,6.1,6.1,9.5,7.23,Exceeds Expectations
AVL-01090,VLT-0265,2025-Q1,9.0,7.6,,7.73,Meets Expectations
AVL-01095,VLT-0267,2024-Q3,8.4,7.6,,8.33,Exceptional
AVL-01096,VLT-0267,2024-Q2,10,6.5,9.0,8.5,Meets Expectations
AVL-01097,VLT-0267,2025-Q2,7.7,7.7,8.0,7.8,Exceeds Expectations
AVL-01098,VLT-0268,2025-Q1,6.5,8.1,7.1,7.23,Meets Expectations
AVL-01099,VLT-0268,2024-Q4,9.4,9.7,9.5,9.53,Exceptional
AVL-01100,VLT-0268,2025-Q2,8.4,7.2,8.4,8.0,Exceptional
AVL-01101,VLT-0269,2024-Q4,10,7.2,8.9,8.7,Exceeds Expectations
AVL-01102,VLT-0269,2025-Q1,8.4,9.2,6.2,7.93,Exceeds Expectations
AVL-01103,VLT-0269,2024-Q3,7.9,8.9,5.5,7.43,Exceeds Expectations
AVL-01104,VLT-0269,2025-Q2,8.6,5.4,9.4,7.8,Meets Expectations
AVL-01105,VLT-0269,2024-Q1,5.6,10,7.0,7.53,Meets Expectations
AVL-01106,VLT-0269,2024-Q2,8.0,6.7,8.9,7.87,Exceeds Expectations
AVL-01110,VLT-0271,2024-Q1,6.9,5.8,5.1,5.93,Below Expectations
AVL-01111,VLT-0271,2025-Q2,8.4,5.5,8.0,7.3,Exceptional
AVL-01112,VLT-0271,2024-Q4,8.6,7.5,7.8,7.97,Meets Expectations
AVL-01113,VLT-0271,2024-Q3,9.5,8.3,9.5,9.1,Meets Expectations
AVL-01119,VLT-0273,2024-Q1,7.8,4.9,7.1,6.6,Meets Expectations
AVL-01120,VLT-0273,2024-Q2,5.7,7.4,10,7.7,Meets Expectations
AVL-01121,VLT-0273,2024-Q4,5.5,7.5,6.1,6.37,Meets Expectations
AVL-01122,VLT-0273,2025-Q2,8.5,8.2,6.0,7.57,Exceeds Expectations
AVL-01123,VLT-0273,2025-Q1,7.1,7.1,,6.5,Meets Expectations
AVL-01131,VLT-0276,2025-Q2,5.8,5.7,7.6,6.37,Meets Expectations
AVL-01132,VLT-0276,2024-Q3,9.0,7.7,5.4,7.37,Meets Expectations
AVL-01133,VLT-0276,2025-Q1,9.8,7.8,10,9.2,Meets Expectations
AVL-01134,VLT-0276,2024-Q1,8.7,6.9,6.9,7.5,Meets Expectations
AVL-01135,VLT-0276,2024-Q4,7.5,9.1,,7.5,Exceptional
AVL-01136,VLT-0277,2024-Q1,7.0,7.4,8.2,7.53,Meets Expectations
AVL-01137,VLT-0277,2024-Q4,9.2,7.8,6.4,7.8,Exceptional
AVL-01138,VLT-0277,2024-Q2,6.6,8.1,9.7,8.13,Meets Expectations
AVL-01139,VLT-0277,2024-Q3,8.9,6.3,7.5,7.57,Below Expectations
AVL-01140,VLT-0277,2025-Q2,8.0,8.5,7.5,8.0,Exceeds Expectations
AVL-01149,VLT-0280,2024-Q1,6.7,5.0,7.3,6.33,Exceeds Expectations
AVL-01150,VLT-0280,2024-Q2,5.5,6.7,6.8,6.33,Meets Expectations
AVL-01160,VLT-0283,2024-Q2,9.0,9.2,10,9.4,Exceeds Expectations
AVL-01161,VLT-0283,2024-Q4,8.1,9.9,6.9,8.3,Exceeds Expectations
AVL-01162,VLT-0283,2025-Q1,8.0,8.7,10,8.9,Exceeds Expectations
AVL-01163,VLT-0284,2024-Q4,7.7,7.3,6.6,7.2,Below Expectations
AVL-01164,VLT-0284,2024-Q3,6.5,7.1,7.7,7.1,Meets Expectations
AVL-01165,VLT-0284,2025-Q1,7.7,7.1,8.6,7.8,Exceeds Expectations
AVL-01166,VLT-0284,2024-Q1,7.5,7.8,10,8.43,Meets Expectations
AVL-01167,VLT-0284,2025-Q2,8.3,8.6,10,8.97,Exceptional
AVL-01183,VLT-0289,2024-Q1,8.6,8.8,10,9.13,Exceeds Expectations
AVL-01184,VLT-0289,2025-Q2,8.4,8.0,8.6,8.33,Exceptional
AVL-01185,VLT-0289,2024-Q3,6.8,5.9,6.5,6.4,Below Expectations
AVL-01192,VLT-0292,2025-Q1,7.1,9.5,7.4,8.0,Exceptional
AVL-01193,VLT-0292,2024-Q1,9.9,7.4,8.6,8.63,Exceeds Expectations
AVL-01194,VLT-0292,2024-Q3,7.5,8.2,6.8,7.5,Meets Expectations
AVL-01195,VLT-0293,2024-Q2,7.6,6.1,6.4,6.7,Exceeds Expectations
AVL-01196,VLT-0293,2025-Q2,8.6,6.7,9.2,8.17,Below Expectations
AVL-01197,VLT-0294,2024-Q2,7.9,8.6,3.6,6.7,Meets Expectations
AVL-01198,VLT-0294,2025-Q2,10,6.9,7.4,8.1,Meets Expectations
AVL-01199,VLT-0294,2024-Q1,6.4,5.7,,6.4,Exceptional
AVL-01200,VLT-0294,2024-Q3,6.2,6.6,4.8,5.87,Meets Expectations
AVL-01201,VLT-0295,2024-Q1,8.5,8.5,7.8,8.27,Exceeds Expectations
AVL-01202,VLT-0295,2025-Q2,5.5,7.3,3.4,5.4,Exceeds Expectations
AVL-01203,VLT-0295,2024-Q4,6.2,6.6,9.1,7.3,Exceptional
AVL-01204,VLT-0295,2025-Q1,8.7,9.8,6.3,8.27,Exceptional
AVL-01205,VLT-0296,2025-Q2,7.5,8.9,10,8.8,Exceeds Expectations
AVL-01206,VLT-0296,2025-Q1,8.3,6.2,,7.6,Exceeds Expectations
AVL-01207,VLT-0296,2024-Q4,6.6,5.7,5.8,6.03,Meets Expectations
AVL-01208,VLT-0296,2024-Q3,6.6,8.0,6.5,7.03,Exceeds Expectations
AVL-01209,VLT-0296,2024-Q2,6.8,6.9,9.1,7.6,Meets Expectations
AVL-01210,VLT-0297,2024-Q4,7.0,6.0,7.6,6.87,Meets Expectations
AVL-01211,VLT-0297,2024-Q3,7.3,9.4,7.8,8.17,Exceeds Expectations
AVL-01212,VLT-0297,2024-Q1,9.3,5.6,7.2,7.37,Exceeds Expectations
AVL-01213,VLT-0298,2024-Q3,8.2,8.7,8.4,8.43,Below Expectations
AVL-01214,VLT-0298,2024-Q4,7.0,8.0,10,8.33,Meets Expectations
AVL-01215,VLT-0298,2024-Q1,7.6,9.1,8.6,8.43,Meets Expectations
AVL-01216,VLT-0298,2025-Q1,6.8,10,7.3,8.03,Exceptional
AVL-01237,VLT-0303,2024-Q3,9.3,6.6,8.2,8.03,Exceptional
AVL-01238,VLT-0303,2024-Q1,6.3,9.4,7.6,7.77,Exceeds Expectations
AVL-01239,VLT-0303,2025-Q2,7.6,7.3,9.3,8.07,Exceptional
AVL-01240,VLT-0303,2024-Q4,7.6,8.0,8.1,7.9,Meets Expectations
AVL-01241,VLT-0304,2025-Q2,7.5,6.6,10,8.03,Exceeds Expectations
AVL-01242,VLT-0304,2024-Q1,9.6,7.0,5.1,7.23,Meets Expectations
AVL-01243,VLT-0304,2024-Q2,8.8,7.8,7.9,8.17,Exceeds Expectations
AVL-01244,VLT-0304,2024-Q3,8.2,6.9,10,8.37,Exceeds Expectations
AVL-01245,VLT-0304,2025-Q1,8.3,7.3,6.9,7.5,Below Expectations
AVL-01248,VLT-0306,2024-Q4,6.5,8.1,,6.33,Exceeds Expectations
AVL-01249,VLT-0306,2024-Q3,7.9,9.3,8.3,8.5,Exceeds Expectations
AVL-01250,VLT-0306,2025-Q2,10,6.4,8.9,8.43,Exceeds Expectations
AVL-01251,VLT-0306,2024-Q2,10,5.9,8.8,8.23,Exceeds Expectations
AVL-01252,VLT-0306,2025-Q1,7.9,6.9,10,8.27,Below Expectations
AVL-01253,VLT-0307,2024-Q4,3.8,8.6,3.9,5.43,Meets Expectations
AVL-01254,VLT-0307,2024-Q1,8.7,7.4,9.6,8.57,Exceeds Expectations
AVL-01255,VLT-0307,2024-Q2,5.4,9.2,8.3,7.63,Exceeds Expectations
AVL-01258,VLT-0309,2024-Q2,6.2,8.4,10,8.2,Meets Expectations
AVL-01259,VLT-0309,2024-Q3,7.0,7.7,7.7,7.47,Exceeds Expectations
AVL-01260,VLT-0309,2024-Q1,7.2,8.9,9.6,8.57,Meets Expectations
AVL-01261,VLT-0309,2024-Q4,7.1,7.8,5.6,6.83,Below Expectations
AVL-01262,VLT-0309,2025-Q2,6.5,5.9,8.0,6.8,Meets Expectations
AVL-01263,VLT-0309,2025-Q1,4.5,6.0,5.7,5.4,Meets Expectations
AVL-01272,VLT-0312,2024-Q1,8.1,6.1,5.6,6.6,Meets Expectations
AVL-01273,VLT-0312,2024-Q3,8.9,10,8.7,9.2,Meets Expectations
AVL-01274,VLT-0312,2025-Q1,6.6,7.5,9.3,7.8,Exceeds Expectations
AVL-01275,VLT-0312,2024-Q2,7.0,7.1,3.8,5.97,Meets Expectations
AVL-01276,VLT-0313,2024-Q2,5.9,5.8,10,7.23,Meets Expectations
AVL-01277,VLT-0313,2024-Q3,8.0,8.2,6.4,7.53,Exceptional
AVL-01278,VLT-0313,2024-Q4,4.5,7.5,4.7,5.57,Meets Expectations
AVL-01279,VLT-0313,2025-Q2,8.9,6.6,6.7,7.4,Meets Expectations
AVL-01280,VLT-0313,2024-Q1,8.2,8.6,6.3,7.7,Exceptional
AVL-01281,VLT-0313,2025-Q1,8.9,8.2,5.3,7.47,Exceeds Expectations
AVL-01282,VLT-0314,2025-Q2,8.8,7.0,5.9,7.23,Meets Expectations
AVL-01283,VLT-0314,2024-Q2,6.6,7.4,5.3,6.43,Meets Expectations
AVL-01284,VLT-0314,2024-Q4,6.0,7.6,8.6,7.4,Exceeds Expectations
AVL-01285,VLT-0314,2024-Q1,2.9,5.4,7.2,5.17,Below Expectations
AVL-01286,VLT-0314,2024-Q3,7.1,8.7,7.3,7.7,Exceptional
AVL-01287,VLT-0314,2025-Q1,9.5,6.0,9.6,8.37,Exceeds Expectations
AVL-01288,VLT-0315,2024-Q1,7.8,8.6,7.7,8.03,Below Expectations
AVL-01289,VLT-0315,2024-Q4,7.4,8.3,8.0,7.9,Meets Expectations
AVL-01303,VLT-0319,2025-Q1,7.0,8.4,7.8,7.73,Meets Expectations
AVL-01304,VLT-0319,2024-Q4,7.9,6.7,4.0,6.2,Exceeds Expectations
AVL-01305,VLT-0319,2024-Q2,10,6.9,7.5,8.13,Below Expectations
AVL-01306,VLT-0320,2024-Q1,7.9,5.6,8.0,7.17,Exceptional
AVL-01307,VLT-0320,2024-Q4,9.3,4.3,8.7,7.43,Exceeds Expectations
AVL-01308,VLT-0320,2024-Q3,5.7,6.8,7.0,6.5,Below Expectations
AVL-01309,VLT-0320,2025-Q1,7.4,8.7,9.0,8.37,Exceptional
AVL-01310,VLT-0320,2024-Q2,6.1,8.9,6.5,7.17,Below Expectations
AVL-01311,VLT-0320,2025-Q2,6.7,8.8,9.4,8.3,Meets Expectations
AVL-01312,VLT-0321,2024-Q3,8.7,8.1,5.3,7.37,Meets Expectations
AVL-01313,VLT-0321,2024-Q4,10,9.0,10,9.67,Below Expectations
AVL-01314,VLT-0321,2025-Q1,9.2,9.7,6.6,8.5,Exceeds Expectations
AVL-01315,VLT-0322,2024-Q4,7.7,6.1,6.0,6.6,Meets Expectations
AVL-01316,VLT-0322,2024-Q3,8.6,9.0,7.4,8.33,Meets Expectations
AVL-01317,VLT-0322,2024-Q1,7.2,7.0,7.6,7.27,Meets Expectations
AVL-01318,VLT-0322,2024-Q2,7.2,7.6,9.1,7.97,Exceeds Expectations
AVL-01319,VLT-0322,2025-Q1,9.0,9.4,8.9,9.1,Exceptional
AVL-01333,VLT-0326,2024-Q2,8.9,8.8,8.7,8.8,Meets Expectations
AVL-01334,VLT-0326,2024-Q1,9.6,9.2,6.4,8.4,Exceeds Expectations
AVL-01335,VLT-0326,2025-Q2,7.5,8.7,7.1,7.77,Meets Expectations
AVL-01336,VLT-0326,2025-Q1,9.2,7.8,7.9,8.3,Exceeds Expectations
AVL-01337,VLT-0326,2024-Q3,5.8,6.9,,6.3,Exceptional
AVL-01338,VLT-0326,2024-Q4,8.1,8.0,9.6,8.57,Meets Expectations
AVL-01339,VLT-0327,2024-Q4,8.3,10,10,9.43,Exceptional
AVL-01340,VLT-0327,2024-Q2,7.6,10,7.5,8.37,Meets Expectations
AVL-01341,VLT-0327,2024-Q1,8.7,10,9.3,9.33,Meets Expectations
AVL-01347,VLT-0329,2024-Q3,7.6,6.5,,6.5,Exceeds Expectations
AVL-01348,VLT-0329,2025-Q2,8.4,4.2,4.6,5.73,Exceeds Expectations
AVL-01349,VLT-0329,2024-Q2,8.6,8.9,,8.6,Exceptional
AVL-01350,VLT-0329,2024-Q4,9.0,5.2,10,8.07,Exceptional
AVL-01351,VLT-0329,2025-Q1,7.2,8.2,6.4,7.27,Meets Expectations
AVL-01352,VLT-0330,2024-Q2,8.2,6.9,,8.37,Exceptional
AVL-01353,VLT-0330,2024-Q1,7.2,8.0,4.0,6.4,Meets Expectations
AVL-01354,VLT-0330,2024-Q4,5.7,6.3,,6.23,Meets Expectations
AVL-01355,VLT-0330,2024-Q3,6.8,9.1,3.9,6.6,Meets Expectations
AVL-01356,VLT-0331,2025-Q1,6.7,9.9,6.0,7.53,Exceeds Expectations
AVL-01357,VLT-0331,2024-Q1,8.3,6.8,5.2,6.77,Below Expectations
AVL-01358,VLT-0331,2024-Q3,6.3,9.0,7.8,7.7,Meets Expectations
AVL-01359,VLT-0331,2024-Q4,7.1,5.4,9.2,7.23,Exceeds Expectations
AVL-01360,VLT-0331,2024-Q2,7.1,6.2,7.0,6.77,Exceptional
AVL-01361,VLT-0331,2025-Q2,8.4,6.4,7.0,7.27,Meets Expectations
AVL-01362,VLT-0332,2024-Q2,5.3,8.2,9.1,7.53,Exceeds Expectations
AVL-01363,VLT-0332,2024-Q1,9.1,10,7.4,8.83,Exceptional
AVL-01364,VLT-0332,2025-Q2,7.0,7.5,8.9,7.8,Meets Expectations
AVL-01365,VLT-0332,2025-Q1,7.4,8.4,10,8.6,Below Expectations
AVL-01370,VLT-0334,2024-Q1,7.3,9.0,5.8,7.37,Exceeds Expectations
AVL-01371,VLT-0334,2025-Q1,7.1,7.5,7.7,7.43,Exceptional
AVL-01372,VLT-0334,2025-Q2,9.3,7.4,6.4,7.7,Exceeds Expectations
AVL-01373,VLT-0335,2025-Q2,7.8,6.0,6.5,6.77,Meets Expectations
AVL-01374,VLT-0335,2024-Q3,4.8,8.6,9.3,7.57,Meets Expectations
AVL-01381,VLT-0338,2024-Q4,7.2,8.6,10,8.6,Exceptional
AVL-01382,VLT-0338,2024-Q1,4.2,9.9,4.9,6.33,Exceptional
AVL-01383,VLT-0338,2025-Q1,7.2,8.6,8.2,8.0,Meets Expectations
AVL-01384,VLT-0338,2024-Q2,6.3,7.5,7.3,7.03,Exceptional
AVL-01385,VLT-0338,2025-Q2,6.4,7.8,8.0,7.4,Exceeds Expectations
AVL-01386,VLT-0338,2024-Q3,5.6,8.9,6.5,7.0,Meets Expectations
AVL-01397,VLT-0341,2025-Q2,7.0,8.4,7.4,7.6,Exceeds Expectations
AVL-01398,VLT-0341,2024-Q4,9.7,8.0,4.4,7.37,Below Expectations
AVL-01399,VLT-0341,2025-Q1,8.2,8.9,9.5,8.87,Meets Expectations
AVL-01400,VLT-0342,2024-Q1,10,10,4.6,8.2,Exceeds Expectations
AVL-01401,VLT-0342,2025-Q1,6.8,7.6,10,8.13,Exceeds Expectations
AVL-01402,VLT-0342,2025-Q2,5.8,9.0,8.2,7.67,Exceeds Expectations
AVL-01403,VLT-0342,2024-Q2,6.0,9.7,6.7,7.47,Meets Expectations
AVL-01404,VLT-0342,2024-Q4,8.0,9.1,8.5,8.53,Below Expectations
AVL-01405,VLT-0342,2024-Q3,10,4.6,3.8,6.13,Exceeds Expectations
AVL-01410,VLT-0344,2024-Q4,7.2,9.8,7.2,8.07,Exceeds Expectations
AVL-01411,VLT-0344,2024-Q2,7.2,8.0,7.4,7.53,Meets Expectations
AVL-01412,VLT-0345,2024-Q4,7.5,10,4.8,7.43,Below Expectations
AVL-01413,VLT-0345,2025-Q1,5.8,8.1,10,7.97,Exceeds Expectations
AVL-01414,VLT-0345,2024-Q1,6.3,7.1,,6.37,Exceeds Expectations
AVL-01415,VLT-0345,2025-Q2,6.5,8.6,5.8,6.97,Meets Expectations
AVL-01416,VLT-0345,2024-Q2,8.5,8.2,,8.77,Exceeds Expectations
AVL-01417,VLT-0345,2024-Q3,5.8,7.0,5.9,6.23,Meets Expectations
AVL-01418,VLT-0346,2024-Q3,5.7,7.8,7.3,6.93,Exceeds Expectations
AVL-01419,VLT-0346,2025-Q1,9.4,6.5,10,8.63,Exceeds Expectations
AVL-01420,VLT-0346,2025-Q2,5.1,8.7,9.6,7.8,Exceptional
AVL-01421,VLT-0346,2024-Q4,6.5,9.6,7.2,7.77,Meets Expectations
AVL-01426,VLT-0348,2025-Q1,4.7,6.9,6.5,6.03,Exceeds Expectations
AVL-01427,VLT-0348,2025-Q2,8.0,8.6,6.7,7.77,Meets Expectations
AVL-01428,VLT-0348,2024-Q1,5.3,6.9,7.4,6.53,Exceptional
AVL-01429,VLT-0348,2024-Q4,6.9,8.4,9.0,8.1,Exceeds Expectations
AVL-01430,VLT-0348,2024-Q2,6.7,7.3,7.7,7.23,Exceeds Expectations
AVL-01431,VLT-0348,2024-Q3,6.7,7.9,7.8,7.47,Meets Expectations
AVL-01435,VLT-0350,2025-Q2,3.8,8.0,10,7.27,Exceeds Expectations
AVL-01436,VLT-0350,2025-Q1,9.3,8.4,8.3,8.67,Exceeds Expectations
AVL-01437,VLT-0350,2024-Q2,6.7,7.6,7.1,7.13,Exceptional
AVL-01438,VLT-0351,2025-Q1,6.5,8.1,8.4,7.67,Exceeds Expectations
AVL-01439,VLT-0351,2025-Q2,5.2,8.5,5.8,6.5,Exceeds Expectations
AVL-01440,VLT-0351,2024-Q4,6.9,7.3,7.5,7.23,Exceeds Expectations
AVL-01441,VLT-0351,2024-Q1,5.4,7.0,8.3,6.9,Exceptional
AVL-01442,VLT-0351,2024-Q2,7.8,8.2,9.1,8.37,Exceeds Expectations
AVL-01450,VLT-0354,2025-Q2,8.1,10,7.6,8.57,Meets Expectations
AVL-01451,VLT-0354,2024-Q4,6.7,8.1,9.0,7.93,Meets Expectations
AVL-01452,VLT-0354,2024-Q3,8.3,6.3,9.5,8.03,Meets Expectations
AVL-01453,VLT-0354,2024-Q1,7.7,7.7,,7.63,Meets Expectations
AVL-01458,VLT-0356,2024-Q1,8.9,7.2,6.9,7.67,Meets Expectations
AVL-01459,VLT-0356,2025-Q1,8.9,7.4,10,8.77,Exceeds Expectations
AVL-01460,VLT-0356,2025-Q2,9.2,7.2,6.2,7.53,Meets Expectations
AVL-01461,VLT-0356,2024-Q3,8.1,7.3,7.4,7.6,Exceptional
AVL-01462,VLT-0356,2024-Q2,8.1,7.4,10,8.5,Exceeds Expectations
AVL-01467,VLT-0358,2024-Q4,3.9,7.3,8.6,6.6,Exceeds Expectations
AVL-01468,VLT-0358,2024-Q1,4.2,6.9,8.9,6.67,Exceeds Expectations
AVL-01469,VLT-0358,2024-Q2,7.6,9.6,8.6,8.6,Exceptional
AVL-01473,VLT-0360,2024-Q4,6.7,8.7,8.7,8.03,Meets Expectations
AVL-01474,VLT-0360,2024-Q1,4.3,9.7,5.4,6.47,Meets Expectations
AVL-01475,VLT-0360,2025-Q1,8.9,7.1,,8.27,Below Expectations
AVL-01476,VLT-0360,2024-Q3,5.5,7.2,8.0,6.9,Exceeds Expectations
AVL-01477,VLT-0360,2025-Q2,7.3,7.0,8.4,7.57,Meets Expectations
AVL-01478,VLT-0360,2024-Q2,9.7,8.4,5.8,7.97,Meets Expectations
AVL-01484,VLT-0362,2024-Q1,7.6,7.1,5.7,6.8,Exceeds Expectations
AVL-01485,VLT-0362,2024-Q4,8.6,7.2,,7.83,Meets Expectations
AVL-01486,VLT-0362,2025-Q1,6.5,8.0,6.4,6.97,Meets Expectations
AVL-01487,VLT-0362,2025-Q2,8.5,6.0,8.8,7.77,Meets Expectations
AVL-01488,VLT-0362,2024-Q3,9.7,8.0,6.1,7.93,Meets Expectations
AVL-01491,VLT-0364,2025-Q1,7.4,7.5,,7.53,Meets Expectations
AVL-01492,VLT-0364,2024-Q1,5.3,8.3,8.4,7.33,Exceeds Expectations
AVL-01493,VLT-0364,2024-Q4,8.9,7.9,8.0,8.27,Exceptional
AVL-01494,VLT-0364,2024-Q2,7.6,7.7,9.1,8.13,Meets Expectations
AVL-01495,VLT-0365,2024-Q2,7.1,7.6,9.7,8.13,Exceeds Expectations
AVL-01496,VLT-0365,2025-Q1,6.2,8.3,8.1,7.53,Below Expectations
AVL-01497,VLT-0365,2025-Q2,4.9,9.5,6.0,6.8,Exceeds Expectations
AVL-01498,VLT-0365,2024-Q3,7.6,6.3,5.7,6.53,Meets Expectations
AVL-01499,VLT-0365,2024-Q4,8.7,7.2,10,8.63,Meets Expectations
